Date,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2024-07-01,3915.11083984375,3938.238160206123,3822.4047781896293,3822.4047781896293,2658723
2024-07-02,3953.689208984375,3959.5940568537812,3919.392028437567,3930.266837984165,2307449
2024-07-03,3902.3662109375,3962.2513039394535,3892.2787628164206,3956.2479460232644,1821198
2024-07-04,3957.182861328125,3983.1643354755647,3918.9491164757837,3936.417624326299,2518001
2024-07-05,3948.177978515625,3962.8908423867747,3924.7553683338815,3946.406476183266,1668616
2024-07-08,3929.873046875,3967.3196719251787,3914.9634020759663,3958.216364770994,1758882
2024-07-09,3922.294921875,3943.404703472268,3912.059949060827,3921.802851253764,1305801
2024-07-10,3847.156005859375,3939.8130567651842,3840.119491417559,3920.523790480342,2669716
2024-07-11,3861.47509765625,3916.882299851134,3833.820871811084,3868.659377064022,4872189
2024-07-12,4117.59814453125,4133.3444051789775,3908.320354948728,3916.8823361221557,13509164
2024-07-15,4103.08203125,4172.759041904442,4091.1243302256744,4168.527426600624,4848030
2024-07-16,4112.18505859375,4128.029347750371,4079.16683245519,4105.837155531789,2029521
2024-07-18,4247.11083984375,4256.4111674420465,4094.0278512274945,4094.0278512274945,5613364
2024-07-19,4244.00341796875,4299.588675611983,4227.086291291368,4258.799822932141,3903354
2024-07-22,4229.15771484375,4261.315330006309,4207.110976001006,4241.586790845695,1896386
2024-07-23,4243.95458984375,4302.499132625875,4208.393605070966,4224.8671297584115,2365208
2024-07-24,4247.80126953125,4280.205492817971,4210.16917580509,4229.305763277848,1809793
2024-07-25,4263.83056640625,4284.052319237096,4216.186336544361,4236.703824803897,2810342
2024-07-26,4328.2939453125,4362.424416923816,4278.183163133731,4290.957585849686,3552210
2024-07-29,4321.6357421875,4370.858356757703,4311.672732427877,4355.075523603084,1746803
2024-07-30,4306.099609375,4338.30635765025,4268.56576947123,4331.5001070351855,1797906
2024-07-31,4325.82763671875,4354.088673258141,4286.025211895475,4290.957346776827,2330091
2024-08-01,4337.41796875,4359.316357697218,4305.802696516272,4339.686558037175,2202244
2024-08-02,4224.916015625,4338.305993169386,4212.043335796562,4305.753901815455,2811282
2024-08-05,4098.65380859375,4181.464557904526,4054.7086730989754,4181.464557904526,2787771
2024-08-06,4114.58447265625,4200.452749877146,4104.325246589068,4114.3378659075925,2203067
2024-08-07,4143.4375,4187.333501660908,4123.560610554091,4170.613371288095,1237666
2024-08-08,4115.916015625,4174.559296705519,4103.536548746446,4124.251516901175,2441283
2024-08-09,4171.35302734375,4195.914962436193,4148.467729099171,4159.762510507501,1302536
2024-08-12,4138.70263671875,4181.464346500997,4129.529057636371,4172.586502877853,936912
2024-08-13,4139.98486328125,4176.53178984833,4126.224014391961,4155.816823483942,1495593
2024-08-14,4236.95068359375,4247.752252190405,4131.3042527742155,4151.871352597892,3226545
2024-08-16,4356.11083984375,4366.91240835155,4266.395591555812,4290.957527971367,3457058
2024-08-19,4429.05712890625,4433.24944356056,4330.75977693066,4360.993667459807,2055210
2024-08-20,4461.90478515625,4503.038981216829,4438.921230115166,4443.853364815293,2212298
2024-08-21,4489.72265625,4498.1072860595405,4431.572589791713,4456.677350530045,1896990
2024-08-22,4440.89453125,4499.044597882475,4436.159874122549,4498.107299533541,1829872
2024-08-23,4403.3115234375,4444.840197736464,4394.532419200165,4438.921635555723,1809253
2024-08-26,4441.33837890625,4490.363511152708,4424.125035326902,4428.070743273682,1844164
2024-08-27,4436.1103515625,4448.786035600021,4425.900735172207,4443.853900305565,930697
2024-08-28,4444.88916015625,4500.573156585277,4396.800844236572,4437.688435767235,1848058
2024-08-29,4450.5615234375,4494.161793197222,4399.4647931649715,4399.4647931649715,2133641
2024-08-30,4491.9423828125,4529.919825961176,4426.887323250824,4438.92192646857,3637222
2024-09-02,4459.685546875,4525.727026463666,4450.758575284233,4513.88990259323,1216500
2024-09-03,4451.10400390625,4494.06270742408,4434.8770869703185,4459.685629879758,1717263
2024-09-04,4418.453125,4426.09793422448,4376.480848951638,4416.184535569097,1265505
2024-09-05,4415.1982421875,4437.935192488152,4393.693844016225,4420.179506010093,1688793
2024-09-06,4396.25830078125,4457.614249612302,4379.735649401189,4413.225036949452,1649179
2024-09-09,4389.15625,4429.304023252001,4370.365007520292,4394.532470037897,1184938
2024-09-10,4446.6650390625,4478.329442027619,4380.179955731091,4382.152809727,1385591
2024-09-11,4418.55224609375,4487.602141833848,4410.562090398769,4460.080922576779,1325919
2024-09-12,4456.38134765625,4471.079013286095,4371.153671501253,4449.032274014429,2742216
2024-09-13,4461.21533203125,4485.284057119814,4443.85411861112,4468.514796294867,1458786
2024-09-16,4451.99169921875,4484.346312458599,4433.447064107537,4465.555070595088,1155120
2024-09-17,4444.49462890625,4474.235306041227,4405.38289545537,4451.991570289733,1699364
2024-09-18,4287.15966796875,4436.011407960433,4262.3511249124385,4436.011407960433,2961779
2024-09-19,4237.837890625,4362.1772921379525,4223.682568077095,4330.463281527035,2927551
2024-09-20,4226.74072265625,4271.9193657547075,4170.119912312439,4258.306384913849,5447908
2024-09-23,4210.56396484375,4250.908735834548,4195.274345198657,4241.636417670874,1702319
2024-09-24,4213.3251953125,4232.757998688101,4182.450224758226,4193.942002276157,3012026
2024-09-25,4216.728515625,4231.37705185447,4182.4501798350775,4194.632648741532,2713073
2024-09-26,4234.23828125,4258.208266860882,4202.179400844496,4202.179400844496,3964251
2024-09-27,4250.21826171875,4318.577461028275,4241.685282736974,4276.1610994877965,3012477
2024-09-30,4210.56396484375,4240.403383828528,4202.2284634079515,4228.7141266723165,2503416
2024-10-01,4229.7001953125,4237.443743516998,4185.360591091469,4197.789185846018,1823365
2024-10-03,4175.298828125,4220.921076261739,4152.857614176658,4204.743770009958,3350119
2024-10-04,4194.5341796875,4239.663214603298,4166.716745831977,4167.65404413656,2965463
2024-10-07,4214.85546875,4238.924195590414,4171.9950151544945,4215.891024626546,1472619
2024-10-08,4195.52099609375,4221.315968016163,4146.8903335016785,4214.608456504791,1541867
2024-10-09,4195.22509765625,4236.704162276141,4189.059928619177,4202.179215668535,1082504
2024-10-10,4170.021484375,4235.569752458276,4141.612578885341,4195.520719150492,2378875
2024-10-11,4092.88330078125,4184.374409495726,4056.6321067623066,4086.767260421283,5759183
2024-10-14,4080.5029296875,4108.86270438394,4066.2493493106026,4083.807556287233,2137590
2024-10-15,4060.922607421875,4113.3515894279,4039.418690813627,4074.9791926096877,2759474
2024-10-16,4039.369140625,4059.1470498717727,4011.995791746764,4029.5542402736796,2359151
2024-10-17,4053.228515625,4073.894353796949,4037.3963142165476,4056.976745538161,2522659
2024-10-18,4077.009765625,4099.851916021619,4034.440676617236,4044.3290116089447,2361000
2024-10-21,4034.29248046875,4093.7214708106585,4024.552373858137,4086.4534479677714,1595450
2024-10-22,3970.660888671875,4044.1312654389644,3961.6131587823234,4020.5969800373164,1928049
2024-10-23,4020.84423828125,4067.61586991963,3950.5380795348947,3954.938581762129,1966476
2024-10-24,4002.698974609375,4033.451792614298,3959.289281105087,3959.289281105087,2676744
2024-10-25,4012.241455078125,4046.30672120026,3987.668845799296,4011.747038323335,1759676
2024-10-28,4045.169677734375,4087.8377473021505,4005.7645656315945,4023.5140789268585,1532534
2024-10-29,4029.74365234375,4057.678198243685,4014.7629216392893,4050.113718663101,1445885
2024-10-30,4039.038818359375,4061.139344520973,4014.7136581495483,4029.4966712741575,1935002
2024-10-31,3924.13623046875,4032.7596863362296,3915.780635728427,4024.5523200542166,3740372
2024-11-01,3939.71044921875,3954.295743591058,3931.651552622875,3945.297503437141,154895
2024-11-04,3919.88427734375,3947.3244073529545,3869.552748054801,3922.0104142471764,2269192
2024-11-05,3927.004150390625,3941.4904650926896,3897.0919359979875,3897.0919359979875,967590
2024-11-06,4093.42431640625,4103.460879411139,3930.860192931048,3958.893717952785,3792017
2024-11-07,4104.548828125,4158.835690041854,4039.434287799142,4123.139187393775,3724349
2024-11-08,4100.69287109375,4123.188835120126,4071.6705088499857,4108.6035397623655,1648039
2024-11-11,4151.8154296875,4187.017516194887,4071.670184427067,4082.102667599903,1406487
2024-11-12,4150.529296875,4170.899361874765,4117.848545504403,4168.921695036513,1587640
2024-11-13,4104.0048828125,4149.886656952062,4084.9201081020024,4131.4450102278615,1098813
2024-11-14,4099.6044921875,4113.54714035881,4070.483636864711,4088.8263041787686,1825432
2024-11-18,3974.6162109375,4165.955491150563,3945.64334141305,4165.955491150563,3313944
2024-11-19,3994.442626953125,4086.0084691042157,3969.276861314374,3975.011902789717,1776233
2024-11-21,4027.37060546875,4046.7515971644048,3979.065992566774,3999.7325160916207,2384347
2024-11-22,4197.20263671875,4207.437159682903,4008.7308810677537,4025.541050031284,3096553
2024-11-25,4266.91552734375,4279.77036282847,4204.717996833455,4232.207374969235,4052167
2024-11-26,4304.095703125,4317.840392000199,4261.872320185588,4272.798737062877,2060669
2024-11-27,4284.17041015625,4328.519689433695,4275.765325361396,4310.276000958651,1558993
2024-11-28,4197.4990234375,4291.487932738633,4185.732001925564,4270.7716787896325,2558544
2024-11-29,4223.15966796875,4250.69877762643,4148.799195321535,4172.877387714522,2017425
2024-12-02,4228.89453125,4240.3158474403,4182.814795327208,4222.318885289497,1670944
2024-12-03,4254.703125,4276.704669252223,4217.819830463763,4266.173689580409,2010905
2024-12-04,4305.7763671875,4337.963186348146,4241.156003327436,4265.382423353607,3302642
2024-12-05,4414.2021484375,4438.873738265356,4311.314212260404,4351.658427353676,3746747
2024-12-06,4395.859375,4415.141628472613,4363.475077501124,4403.2756263356205,1842087
2024-12-09,4402.43505859375,4419.49243681023,4366.243655203445,4380.977660911499,2066639
2024-12-10,4383.0537109375,4443.6197624483075,4362.832355681408,4376.7252731413255,2087828
2024-12-11,4378.01123046875,4398.974211726839,4357.78939153351,4382.362001459759,1635256
2024-12-12,4405.2041015625,4434.918355831787,4376.577177906687,4380.581760547963,1914642
2024-12-13,4423.94189453125,4444.707397071101,4345.329634916102,4385.4271211844,1967048
2024-12-16,4365.89794921875,4425.030000564014,4347.900986029043,4409.208664249149,1646224
2024-12-17,4280.166015625,4383.449872920127,4269.783263363463,4360.7559498455,3225027
2024-12-18,4299.2998046875,4313.291702065844,4241.700253645469,4263.553570434912,1575404
2024-12-19,4224.19775390625,4315.269416292494,4214.40839877145,4234.185068873616,3015763
2024-12-20,4123.73193359375,4333.068167592305,4106.130891357154,4280.6599948669755,4116989
2024-12-23,4111.8662109375,4169.910931380412,4068.9509329664197,4153.150010175141,2195338
2024-12-24,4132.82958984375,4170.899679378141,4111.866126630934,4111.866126630934,1181886
2024-12-26,4122.5458984375,4153.051508900216,4096.885475626031,4132.82967041397,1208464
2024-12-27,4118.34326171875,4134.263577490246,4100.9396957106965,4116.5138231945575,858100
2024-12-30,4112.3603515625,4152.408106217715,4066.083139314673,4104.6476437974725,1527169
2024-12-31,4049.07568359375,4093.7216633877815,3987.026378104897,4088.8267441658722,1555429
2025-01-01,4066.528564453125,4087.83773347844,4039.829818248196,4048.6798298866042,763161
2025-01-02,4129.12158203125,4136.29062507016,4051.2016935812703,4073.994113145842,1720835
2025-01-03,4054.118408203125,4133.274820319709,4046.6034183811225,4133.274820319709,1791953
2025-01-06,4049.273193359375,4103.312847713527,4020.99245861776,4059.6559451372195,2085593
2025-01-07,3983.318115234375,4094.116959386962,3966.7551537812965,4069.000684555231,2669054
2025-01-08,4062.523681640625,4079.9272487780195,3972.886016427021,3989.844415333019,2181277
2025-01-09,3993.75048828125,4091.546030013667,3980.3517453680224,4055.2063969756628,2392472
2025-01-10,4218.017578125,4249.017605323046,4123.435749173168,4153.100754562903,7894300
2025-01-13,4243.18359375,4274.678037775706,4180.194705698588,4197.598272132331,4003771
2025-01-14,4185.78173828125,4265.729028750886,4171.938068341188,4253.962005867611,3441709
2025-01-15,4202.14697265625,4208.920578752618,4160.4677368549255,4170.899737234007,1653474
2025-01-16,4159.330078125,4246.050967542871,4145.041724021425,4212.430629187851,2637705
2025-01-17,4087.964599609375,4123.945085907447,4063.9282428372853,4123.251059336668,1761466
2025-01-20,4041.87451171875,4109.275187749958,4032.260017399004,4109.275187749958,1287799
2025-01-21,4000.294189453125,4074.782019875334,3994.4956312570166,4059.22038554109,1971591
2025-01-22,4119.98046875,4126.472569686494,4008.570567070649,4014.319517493651,2409223
2025-01-23,4108.9287109375,4154.424234386973,4103.575897842693,4131.2798514749675,1822998
2025-01-24,4115.767578125,4141.191502882228,4067.8434484989616,4067.8434484989616,1910099
2025-01-27,4029.335693359375,4119.732409603993,4005.4481609662266,4065.861139494707,1551782
2025-01-28,4004.704833984375,4065.8612059687466,3992.810554493486,4034.9361276903833,2468272
2025-01-29,4063.680419921875,4071.6597895180053,4018.2841131724467,4018.2841131724467,1217089
2025-01-30,4063.92822265625,4093.5153399092133,4022.7444731997584,4063.7796409573857,1531251
2025-01-31,4076.16943359375,4092.0783226009103,4049.258723379119,4073.7906745213095,1492943
2025-02-01,4037.265380859375,4099.462552267958,4020.2665694535635,4076.764398462157,437172
2025-02-03,4032.804931640625,4041.0814645977634,3963.4712423764154,3995.387510672127,1265713
2025-02-04,4070.866455078125,4082.562786773872,4030.2279094720234,4047.7223151411663,2547132
2025-02-05,4055.057373046875,4113.438365339778,4040.090307740948,4113.438365339778,1693912
2025-02-06,4046.78076171875,4103.030791288902,4015.8556837274673,4069.2311172534987,2284536
2025-02-07,3993.900634765625,4053.9668417349,3972.689266912831,4053.9668417349,1548940
2025-02-10,4001.38427734375,4016.3017347020295,3978.9835293479905,4004.4074551323297,1339511
2025-02-11,3928.631103515625,4004.407529279412,3920.156380767345,3982.9977288616255,1810908
2025-02-12,3915.348876953125,3986.3181740377236,3905.4369774714623,3936.114499958995,1678002
2025-02-13,3875.701416015625,3949.346880165372,3867.871111944238,3933.0418533396723,2277310
2025-02-14,3900.183837890625,3913.2178888247336,3865.640771635375,3890.4205201714994,1681975
2025-02-17,3870.10107421875,3899.3411770973394,3822.2265522941643,3822.523957670536,1799806
2025-02-18,3839.076904296875,3889.825781845942,3830.4536000436697,3864.054842888474,2149879
2025-02-19,3750.761962890625,3840.8114240852815,3734.9522896962358,3838.085651740005,4366672
2025-02-20,3746.103271484375,3754.6276020123996,3718.2509785534694,3728.3610678378145,2888572
2025-02-21,3752.645263671875,3783.3721530468956,3741.742173893642,3742.8325796673616,1833931
2025-02-24,3643.218017578125,3730.046115354277,3637.6672568480726,3710.1727076920765,2508516
2025-02-25,3597.573486328125,3625.7727916542253,3589.3465614482952,3593.0635237142064,4101954
2025-02-27,3580.723388671875,3605.9491251101153,3568.9776906850625,3579.8807803981495,3823856
2025-02-28,3452.5625,3568.2839302375655,3426.5437630086844,3553.3664726312627,7085018
2025-03-03,3462.276123046875,3492.210011310126,3445.524867602231,3454.2969955057943,4990439
2025-03-04,3500.9326171875,3519.715618910179,3433.779496043832,3443.393990451693,2797737
2025-03-05,3515.80029296875,3568.63076468625,3489.831165175846,3489.831165175846,2501894
2025-03-06,3569.869873046875,3577.6505690745926,3504.946930370165,3525.662703832945,2786513
2025-03-07,3579.385009765625,3593.063479132406,3542.9091721174527,3568.2837310004584,2051315
2025-03-10,3558.02490234375,3590.1892097689415,3551.037206797617,3574.7265497742465,1004626
2025-03-11,3543.801513671875,3557.132970240765,3506.4830664704914,3526.6538789597053,1995450
2025-03-12,3475.31005859375,3537.804631618307,3456.130678783226,3533.592074446807,3174167
2025-03-13,3480.117431640625,3493.250698135823,3453.4049115822995,3471.444519804173,1693004
2025-03-17,3466.885009765625,3499.346480347681,3446.714439651225,3458.261705673071,2690906
2025-03-18,3466.885009765625,3466.885009765625,3466.885009765625,3466.885009765625,0
2025-03-19,3466.29052734375,3515.7508098576654,3432.2430552113424,3515.7508098576654,3051244
2025-03-20,3531.75830078125,3547.419150066534,3481.0590326792085,3481.0590326792085,2845192
2025-03-21,3546.576904296875,3584.3907045989267,3434.473222657527,3444.385122290016,4161925
2025-03-24,3596.978759765625,3617.5955593477447,3535.1782109049886,3568.283858799063,1834751
2025-03-25,3625.525146484375,3677.314822898512,3605.949144394821,3612.8874742493467,3135390
2025-03-26,3603.7685546875,3648.074698112849,3593.906262847376,3615.613226474975,1734499
2025-03-27,3619.03271484375,3630.728804709229,3578.6913320782614,3583.003105177864,2528474
2025-03-28,3574.379638671875,3628.6968978080436,3560.255181499984,3618.8346059350924,2051919
2025-04-01,3519.517333984375,3552.4247920304606,3493.944584795584,3541.224297162105,2618493
2025-04-02,3512.7275390625,3532.70016154505,3498.9500956939714,3512.7771469574404,1764313
2025-04-03,3373.16796875,3471.147191731695,3366.2296391263217,3460.2441023230576,4537821
2025-04-04,3270.33203125,3369.698823950673,3266.4664872326007,3332.975429816177,5317367
2025-04-07,3245.20556640625,3262.402567174577,3029.1261531639934,3072.6889039036473,6623955
2025-04-08,3263.93896484375,3319.4952110862437,3226.62075925165,3272.958890370874,5557558
2025-04-09,3217.997314453125,3241.1910619537834,3183.751654070316,3231.824365539661,2990265
2025-04-11,3203.0302734375,3269.885986123682,3177.754930106955,3260.568897534981,7108961
2025-04-15,3219.583251953125,3285.199980380262,3210.0679733173506,3285.199980380262,3512160
2025-04-16,3244.957763671875,3249.2199289296423,3200.5524047344097,3219.583203710541,2384391
2025-04-17,3269.83642578125,3274.4952121330816,3189.649255707432,3216.90697930344,2932346
2025-04-21,3292.336669921875,3324.451127849391,3255.1670463994083,3261.114186163003,2432946
2025-04-22,3285.199951171875,3304.528155653945,3265.9709624830452,3293.3279025458705,2710498
2025-04-23,3382.931396484375,3390.7617005183133,3307.8983635128925,3335.354277518289,3543923
2025-04-24,3371.6318359375,3382.435709613338,3357.854150417322,3371.1362409617327,2252175
2025-04-25,3417.623046875,3447.1605566409517,3375.001877786942,3389.8697274688225,2742991
2025-04-28,3413.16259765625,3427.33666235926,3375.0017845272346,3404.7374830693248,1593296
2025-04-29,3441.9072265625,3464.20900124865,3400.1780313538507,3424.5614018066053,1578332
2025-04-30,3423.272705078125,3478.9775322470646,3336.345394272942,3441.411529683795,2809332
2025-05-02,3400.772705078125,3460.7396968173343,3389.869615670996,3441.411492868333,1721761
2025-05-05,3423.867431640625,3473.6251178455746,3416.036885981391,3419.605266533666,1284443
2025-05-06,3429.517333984375,3442.4028037363396,3406.7199644232073,3429.517333984375,1324763
2025-05-07,3414.74853515625,3429.021573396319,3390.464381796455,3390.464381796455,1477128
2025-05-08,3418.514892578125,3446.367426731265,3398.4929041569826,3417.6229184266326,2543591
2025-05-09,3409.990966796875,3415.838890934778,3368.162797668319,3369.0547718623234,2531757
2025-05-12,3588.50390625,3598.5150212844183,3471.3453055594405,3474.1206857462844,2228678
2025-05-13,3484.03271484375,3591.0812306910116,3479.5723600167807,3588.5040399950904,3062887
2025-05-14,3517.435791015625,3529.6274760198758,3477.6892184929848,3489.9798773001917,2119499
2025-05-15,3548.36083984375,3568.283854829107,3483.1407340889405,3532.601016280816,3548330
2025-05-16,3529.9248046875,3562.2374517479043,3514.858765899419,3562.2374517479043,1666727
2025-05-19,3487.79931640625,3518.7243950862435,3472.832251056607,3518.7243950862435,2537377
2025-05-20,3467.47998046875,3526.6539743040653,3463.217815126027,3500.6848450385046,2038374
2025-05-21,3494.737548828125,3505.8388277898753,3467.479825400299,3477.0943194478036,1440153
2025-05-22,3446.367431640625,3466.984230851952,3420.8938985047307,3464.208850613743,2034383
2025-05-23,3483.63623046875,3503.856408277913,3435.067923819353,3446.3673922439334,1274331
2025-05-26,3506.13623046875,3513.7683446247133,3479.1759124424952,3489.9797860151243,967470
2025-05-27,3467.876220703125,3508.812413930258,3452.4138027169333,3500.8828943507547,2467680
2025-05-28,3466.885009765625,3497.909303330544,3462.226465438818,3488.9885938576126,1222933
2025-05-29,3467.28173828125,3501.3785765264042,3455.7838378087213,3473.823446903422,3188072
2025-05-30,3432.88720703125,3475.8057806517286,3422.678144045855,3459.252956735212,3404365
2025-06-02,3419.4072265625,3429.517315916676,3388.482147718656,3419.6054161596917,1877585
2025-06-03,3375.199951171875,3442.898272790372,3370.5414068299006,3415.6405493121124,2848125
2025-06-04,3380.89990234375,3394.800048828125,3370.0,3389.0,2544807
2025-06-05,3371.10009765625,3409.0,3363.699951171875,3409.0,3584683
2025-06-06,3384.199951171875,3390.89990234375,3358.699951171875,3371.10009765625,2070390
2025-06-09,3421.89990234375,3434.0,3390.89990234375,3400.0,1718678
2025-06-10,3462.89990234375,3485.800048828125,3423.199951171875,3440.0,2419874
2025-06-11,3471.89990234375,3489.0,3449.10009765625,3470.0,2847013
2025-06-12,3434.199951171875,3474.699951171875,3423.199951171875,3471.89990234375,4060134
2025-06-13,3445.699951171875,3450.5,3393.199951171875,3393.199951171875,2178493
2025-06-16,3496.300048828125,3509.0,3426.199951171875,3440.0,1934088
2025-06-17,3515.300048828125,3520.0,3488.10009765625,3510.0,2111940
2025-06-18,3451.39990234375,3538.0,3443.10009765625,3519.10009765625,2696327
2025-06-19,3424.0,3451.0,3413.0,3450.0,2672768
2025-06-20,3435.699951171875,3446.300048828125,3410.89990234375,3425.0,2351248
2025-06-23,3393.60009765625,3425.0,3370.0,3415.0,3123421
2025-06-24,3390.39990234375,3442.10009765625,3382.0,3434.60009765625,3403048
2025-06-25,3444.800048828125,3450.0,3400.0,3407.300048828125,1757699
2025-06-26,3441.800048828125,3451.39990234375,3415.300048828125,3444.800048828125,2879106
2025-06-27,3441.10009765625,3466.39990234375,3431.0,3455.0,1778433
2025-06-30,3462.0,3464.89990234375,3430.0,3439.89990234375,1468209
